id,number,title,state,created_at,updated_at,closed_at,assignee,milestone,html_url,refatoracao,testes_regressao,prioridade,tempo_resolucao_dias
2736292049,41091,Update README.md,closed,2024-12-12 15:55:48+00:00,2024-12-12 18:29:39+00:00,2024-12-12 18:29:39+00:00,,,https://github.com/twbs/bootstrap/pull/41091,False,False,média,0
2735571917,41090,"BS Modal on mobile view, throwing error on close button click",closed,2024-12-12 11:01:03+00:00,2024-12-17 06:22:54+00:00,2024-12-17 06:22:47+00:00,,,https://github.com/twbs/bootstrap/issues/41090,False,False,média,4
2735516285,41089,Bootstrap button not toggling on click event in my Django webapp,closed,2024-12-12 10:37:29+00:00,2024-12-16 08:51:03+00:00,2024-12-16 08:51:03+00:00,,,https://github.com/twbs/bootstrap/issues/41089,False,False,média,3
2729745162,41087,Build(deps-dev): Bump hugo-bin from 0.136.3 to 0.136.4 in the development-dependencies group,closed,2024-12-10 10:45:08+00:00,2024-12-17 10:32:37+00:00,2024-12-17 10:32:36+00:00,,,https://github.com/twbs/bootstrap/pull/41087,False,False,média,6
2728048508,41085,TypeError: Cannot read properties of undefined (reading 'keyboard') - Carousel Component Bootstrap v5.3.3,closed,2024-12-09 19:27:50+00:00,2025-01-01 15:10:16+00:00,2025-01-01 09:37:44+00:00,,,https://github.com/twbs/bootstrap/issues/41085,False,False,média,22
2726841204,41084,Rename Bootstrap to Axia,closed,2024-12-09 12:01:08+00:00,2024-12-09 12:03:34+00:00,2024-12-09 12:01:42+00:00,,,https://github.com/twbs/bootstrap/pull/41084,False,False,média,0
2724378087,41082,Build(deps-dev): Bump the development-dependencies group across 1 directory with 7 updates,closed,2024-12-07 05:25:32+00:00,2024-12-07 05:27:51+00:00,2024-12-07 05:27:49+00:00,,,https://github.com/twbs/bootstrap/pull/41082,False,False,média,0
2719096505,41072,How to create a search input,closed,2024-12-05 01:15:26+00:00,2024-12-05 06:00:09+00:00,2024-12-05 06:00:09+00:00,,,https://github.com/twbs/bootstrap/issues/41072,False,False,média,0
2715049432,41071,DEPRECATION WARNING in Ruby On Rails + React,closed,2024-12-03 13:33:39+00:00,2024-12-03 14:28:30+00:00,2024-12-03 14:28:23+00:00,,,https://github.com/twbs/bootstrap/issues/41071,False,False,média,0
2714666720,41070,Build(deps-dev): Bump the development-dependencies group across 1 directory with 5 updates,closed,2024-12-03 10:51:43+00:00,2024-12-07 05:25:13+00:00,2024-12-07 05:25:11+00:00,,,https://github.com/twbs/bootstrap/pull/41070,False,False,média,3
2712412307,41068,row > * css overriding col-* css after upgrading to bootstrap 5 from 4.,closed,2024-12-02 15:46:07+00:00,2024-12-02 19:37:12+00:00,2024-12-02 19:37:12+00:00,,,https://github.com/twbs/bootstrap/issues/41068,False,False,média,0
2705204378,41063,row > * css taking precedence instead of col-* css after upgrading to bootstrap 5 from 4.,closed,2024-11-29 13:56:06+00:00,2024-11-29 14:05:49+00:00,2024-11-29 14:05:49+00:00,,,https://github.com/twbs/bootstrap/issues/41063,False,False,média,0
